Categoria,Edad,Pais,Titulo,Genero,Duracion,Marca,Referencia,Dias,Marcas,Personas,Sinopsis,limpios
JUVENIL,17,Colombia,"Se fuerte, mantente fuerte",Otra,216,Huawei,Y7,5,2590.0,8,"El cortometraje tiene como fin, transmitir un mensaje de superación personal y como a pesar de las dificultades o adversidades se puede luchar y salir adelante,  se dan a conocer tres historias diferentes protagonizada por adolescentes, que se enfrentan a situaciones bastante difíciles, desde la muerte de un ser querido, la vivencia en un lugar sin afecto y lleno de peleas, hasta el olvido en las calles soñando con hacer un sueño realidad,  pero que aquellas situaciones hacen parte de la vida cotidiana, y que gracias a nuestra voluntad se pueden superar.",cortometraj fin transmit mensaj super personal pes dificultad advers pued luch sal adel dan conoc tres histori diferent protagoniz adolescent enfrent situacion bastant dificil muert ser quer vivenci lug afect llen pel olvid call soñ hac sueñ realid aquell situacion hac part vid cotidian graci volunt pued super
AFICIONADO,38,Colombia,Se siente la paz,Ficción,300,Apple,Iphone8,8,1605.0,10,"Martín y Sofía se reencuentran después de dos años sin verse, en una tienda de vereda, cerca de la casa de Martín. Mientras se toman unos tragos y hablan de lo que ha sucedido en sus vidas, se darán cuenta que ése lugar, no es tan tranquilo como aparenta.",martin sof reencuentr despues dos años vers tiend vered cerc cas martin mientr tom trag habl suced vid daran cuent ese lug tan tranquil aparent
AFICIONADO,22,Colombia,Seguiré sin ti,Ficción,298,Apple,iPhone 8,20,,10,"Esta es la historia de Elsa, una mujer de 63 años de estatura media que vive en el centro de la ciudad de Bogotá. Su hogar está acompañado de fotos y recuerdos de su esposo Carlos, quien hace cinco años falleció debido a complicaciones en su corazón. Elsa tiene una hija producto de su relación con Carlos, sin embargo, su vínculo afectivo es deficiente, y es poco el tiempo que comparten juntas. Elsa siente un gran amor por sus nietos, y desearía pasar más tiempo con ellos, pero debido a la distancia y al trabajo e su hija se impide con gran sintonía esta unión.  Elsa se desenvuelve entre las tareas de su hogar y su encanto por las aves, en este caso las palomas, las cuales va a alimentar todos los días al medio día a la Catedral primada de Bogotá (Plaza de Bolivar), después de haber comprado y dejar listo lo del almuerzo. En esta constante rutina, existe un personaje, llamado Francisco que con timidez la admira desde lejos, cada vez que Elsa llega a la Plaza de Bolívar a darle de comer a sus admirables palomas. Sin embargo, el giro de esta historia cambia aquel día en el que Elsa por un descuido deja caer su cartera de mano al suelo y Francisco lo recoge, y decide seguir el camino que esta bella mujer emprende hasta su casa. Cuando aquel hombre toma la decisión de acercarse a Elsa, decide golpear la puerta de su casa para  entregarle un objeto que le hará recordar un momento de su vida mágico y asombroso.",histori elsa muj 63 años estatur medi viv centr ciud bogot hog acompañ fot recuerd espos carl hac cinc años fallec deb complic corazon elsa hij product relacion carl embarg vincul afect deficient tiemp compart junt elsa gran amor niet des pas tiemp deb distanci trabaj hij impid gran sinton union elsa desenvuelv tar hog encant aves cas palom cual va aliment dias medi dia catedral prim bogot plaz boliv despues hab compr dej list almuerz constant rutin exist personaj llam francisc timidez admir lej cad vez elsa lleg plaz boliv darl com admir palom embarg gir histori cambi aquel dia elsa descu dej caer carter man suel francisc recog decid segu camin bell muj emprend cas aquel hombr tom decision acerc elsa decid golp puert cas entreg objet har record moment vid magic asombr
CRONICAS,38,Colombia,Segunda Oportunidad,Crónica,299,Huawei,Y7 - LDN - LX3,5,208.0,13,"Néstor Giovanni Jiménez cumple la pena de sesenta meses en prisión por los delitos de tráfico de estupefacientes y porte ilegal de armas, sale a buscar una oportunidad en la legalidad para su bienestar y el de su familia, pero no la encuentra fácilmente, se acerca a un programa del Estado en el que le ayudan a los pospenados a conseguir empleo, y allí logra encontrar esa segunda oportunidad para ser un ciudadano de bien.",nestor giovanni jimenez cumpl pen sesent mes prision delit trafic estupefacient port ilegal armas sal busc oportun legal bienest famili encuentr facil acerc program ayud pospen consegu emple alli logr encontr segund oportun ser ciudadan bien
PROFESIONAL,32,Colombia,SENTENCIA 20-30,Drama,300,Samsung,j7,10,150.0,3,"Año 2038, Pocos sobrevivientes en el planeta, una guerra para sobrevivir, en un pequeño desierto se encuentra Ricardo exhausto, sin rumbo, mientras tanto las grandes potencias mundiales se disputan el planeta. Ricardo un hombre con sed de cambio y esperanza de buscar a su familia, logra hacerlo y a raiz de su amor por su familia tendra un destino fatal... el mundo arde mientras los pocos sobrevivientes luchan por estar vivos, pero existe una maldad extrema, Magdalena, John y Ricardo una de las pocas familia que aún perduran en esa guerra sin fin.",año 2038 poc sobrevivient planet guerr sobreviv pequeñ desiert encuentr ricard exhaust rumb mientr grand potenci mundial disput planet ricard hombr sed cambi esper busc famili logr hac raiz amor famili tendr destin fatal mund arde mientr poc sobrevivient luch viv exist mald extrem magdalen john ricard poc famili aun perdur guerr fin
AFICIONADO,21,Colombia,Señales de Vida,Documental,299,Apple,Iphone 7,17,267.0,2,"Señales de vida es un corto que nos muestra la importancia de tener un propósito y dejar huella en el mundo.  Es la historia de Carolina, una joven a la que le cambia la vida con una noticia y decide afrontar la vida de una manera distinta e inspiradora.",señal vid cort muestr import ten proposit dej huell mund histori carolin jov cambi vid notici decid afront vid maner distint inspir
JUVENIL,17,Colombia,Ser como antes,Otra,275,Samsung,S8,30,45.0,13,"Juan, de 12 años, es atormentado en sus sueños por un desconocido y misterioso personaje. en la vigilia la culpa lo invade, su amistad con Camilo, su mejor amigo, está desapareciendo gracias a un accidente  en una acalorada pelea durante un partido de fútbol que dejó a Camilo con su pierna lesionada. Juan tratará de descubrir quién es el misterioso personaje que lo atormenta en sus sueños a la vez que trata de enmendar la amistad con Camilo. en definitiva sólo quiere que las cosas sean como antes.",juan 12 años atorment sueñ desconoc misteri personaj vigili culp invad amist camil mejor amig desaparec graci accident acalor pele part futbol dej camil piern lesion juan trat descubr quien misteri personaj atorment sueñ vez trat enmend amist camil definit sol quier cos
JUVENIL,17,Colombia,"Ser libre, ser tú",Drama,284,Samsung,Samsung J7 Prime,5,,2,Una mujer no es aceptada en su empleo por la manera tan colorida en la que se viste.,muj acept emple maner tan color vist
AFICIONADO,19,Colombia,Sigilo,Drama,296,Samsung,S9+,30,22.0,12,"Es noche de viernes, Stephany planea salir con sus amigos, necesita el carro y dinero, pero la creciente desconfianza de sus padres  frustra sus planes. los mensajes insistentes de Juan, su novio, aceleran la decisión que ha rondado la cabeza de Stephany de dar fin a la relación. Finalmente, y gracias a la ayuda de su amigo Julián, Stephany obtiene el dinero. Sin la aprobación de sus padres y con la certeza de que su relación con Juan debe terminar, Stephany parte en el carro, un evento inesperado en la carretera alejará a Stephany de su destino,  ante la gravedad de los hechos deberá decidir si pedir ayuda a una pareja con la que ya no cuenta o a unos padres con quienes se ha perdido totalmente la confianza.",noch viern stephany plane sal amig necesit carr diner crecient desconfi padr frustr plan mensaj insistent juan novi aceler decision rond cabez stephany dar fin relacion final graci ayud amig julian stephany obtien diner aprob padr certez relacion juan deb termin stephany part carr event inesper carreter alej stephany destin graved hech deb decid si ped ayud parej cuent padr perd total confianz
PROFESIONAL,21,Colombia,silencio,Ficción,305,Apple,8 PLUS,49,,10,"Ambientada en el año 2018, los acontecimientos que cuenta se desarrollan en Colombia. Una pequeña familia vive un fuerte conflicto, debido a que la figura paterna, golpea de manera desmesurada a su mujer. Este hecho, afecta  Antonia, una pequeña de 11 años,  que al escuchar, ver y callar lo que le sucede a su madre, busca salir de este infierno.",ambient año 2018 acontec cuent desarroll colombi pequeñ famili viv fuert conflict deb figur patern golpe maner desmesur muj hech afect antoni pequeñ 11 años escuch ver call suced madr busc sal infiern
SMARTIC INCLUYENTE,29,Colombia,Sin Ataduras 1812,Drama,298,Samsung,Galaxy A8,90,,6,"Sin Ataduras se desarrolla en un ambiente colonial de la época de 1812 dentro de una finca dedicada a la crianza de caballos, propiedad del español Antonio Casadiego y quien tenía en su poder un número importante de esclavos entre los que se encontraba Ana Martina Dominguez, una mestiza que fue separada de sus padres al nacer. Martina nació con una discapacidad conocida como    focomelia pero que en su época era vista como un fenómeno, situación que desprende una serie de vicisitudes que pondrán a prueba la valentía de esta mujer.",atadur desarroll ambient colonial epoc 1812 dentr finc dedic crianz caball propied español antoni casadieg pod numer import esclav encontr ana martin dominguez mestiz separ padr nac martin nac discapac conoc focomeli epoc vist fenomen situacion desprend seri vicisitud pondran prueb valent muj
JUVENIL,17,Colombia,Sin Barreras,Drama,298,Apple,iPhone 6 Plus,20,157.0,12,"En un pueblo de Colombia vive una familia humilde ,pero muy tranquila lo que no saben es que esa tranquilidad se acaba cuando un grupo armado llega a dañarles toda la tranquilidad y dejan a las hermanas huérfanas ...Laura la hermana mayor decide salir y buscar suerte en otros lugares .llegan a la gran ciudad de Bogota ,donde ya se encuentran cansadas y deciden tomar un descanso...ya es un nuevo día y las dos hermanas ya se ven con hambre ,llega Juana con su papa siendo vendedores ambulantes ,Juana le ofrece unos brownies mr.brown,pero las hermanas no tienen dinero y Juana decide regalarles unos brownies y se sienta junto a ellas. A Laura se le ocurre que pueden hacer un show donde puedan recolectar dinero, las hermanas y Juana hacen un show y la gente empieza a ayudarles.",puebl colombi viv famili humild tranquil sab tranquil acab grup armad lleg dañ tod tranquil dej herman huerfan laur herman mayor decid sal busc suert lugar lleg gran ciud bogot encuentr cans decid tom descans nuev dia dos herman ven hambr lleg juan pap siend vendedor ambul juan ofrec browni mr brown herman diner juan decid regal browni sient junt laur ocurr pued hac show pued recolect diner herman juan hac show gent empiez ayud
AFICIONADO,20,Colombia,Sin Efectivo,Acción,51,Asus,Asus Zenfone 4 Max,2,25.0,4,Huir de las personas a quienes les debes dinero es todo un problema,huir person deb diner problem
AFICIONADO,28,Colombia,SIN ESCAPE,Drama,297,Huawei,P SMART,6,900.0,7,"SIN ESCAPE..Sofía, Luciana, María Paula y Elizabeth estudiantes de grado 11°  del colegio Los Santos Apóstoles, están  en una salida pedagógica por una recuperación de la materia de química con su profesor Jorge. todo va bien hasta que él  les da una bebida que las duerme. Al despertar se encuentran  que su profesor es un violador psicópata que sacia sus deseos sexuales de forma sádica y dolorosa. Luciana, una de las estudiantes se percata de lo sucedido y huye…",escap sof lucian mar paul elizabeth estudi grad 11 colegi sant apostol sal pedagog recuper materi quimic profesor jorg va bien da beb duerm despert encuentr profesor violador psicopat saci dese sexual form sadic dolor lucian estudi percat suced huy
SMARTIC INCLUYENTE,26,Colombia,Sin ruido,Terror,62,Motorola,IME359297055576416,3,,3,NADIE MOLESTA ESCUCHAR PORQUE ES MUY TRAUMATIZAN  CUANDO ALGUIEN ENTRA UNA HABITACION UN MUCHACHO HIZO MOLESTAR GUITARRA ESE TERROR DA RABIOSO NO LE GUSTA ESCUCHAR RUIDO ENTONCES DE UNA VEZ ASESINO EL MUCHACHO.,nadi molest escuch traumatiz algui entra habitacion muchach hiz molest guitarr terror da rabios gust escuch ruid entonc vez asesin muchach
SMARTIC INCLUYENTE,23,Colombia,sin ruido,Terror,118,Motorola,IME359297055576416,2,,3,Era una noche en la que me quede dormido y fue la noche mas larga con una pesadilla que parece que no tenga fin,noch qued dorm noch mas larg pesadill parec fin
PROFESIONAL,37,Colombia,Skai,Ficción,299,Apple,iPhone 8 plus,30,282.0,10,"Skai es una niña de 13 años que disfruta pasar su tiempo en la escuela, acompañada de sus amigos para evitar la presencia de su padre autoritario y agresivo en casa. .Luego de un episodio trágico que le causó un constante trauma para el resto de su vida, ella logra superarse sin temor a nada.",skai niñ 13 años disfrut pas tiemp escuel acompañ amig evit presenci padr autoritari agres cas lueg episodi tragic caus constant traum rest vid logr super temor
