Sinopsis,limpios
"El vuelo de una mariposa cuenta la historia de dos hermanas que desde muy pequeñas son violentadas física y sexualmente. Su padre es propietario de un prostíbulo y adicto a las apuestas. En busca de dinero decide prostituirlas sometiéndolas al maltrato de sus clientes. Cristina, hermana mayor de Juana, busca incansablemente aliviar el dolor de su hermana, quien en febrero de 2011 decide escapar de su oscura realidad cambiando por completo la vida de Cristina. Â¿Hasta dónde estamos dispuestos a ir en busca de nuestra felicidad?",vuel marip cuent histori dos herman pequeñ violent fisic sexual padr propietari prostibul adict apuest busc diner decid prostitu somet maltrat client cristin herman mayor juan busc incans alivi dolor herman febrer 2011 decid escap oscur realid cambi complet vid cristin â dond dispuest ir busc felic
"Cinco historias que se entrelazan en un dramÍtico punto comÍºn nos muestran que las tragedias y pasiones descritas por William Shakespeare en sus obras clÍsicas continÍºan siendo vigentes, reales y palpables hoy. Todos guardamos secretos inconfesables; algunos ven finalmente la luz, otros quizÍs jamÍs lo hagan. Julieta, Ricardo III, Hamlet y la Reina Tamora viven y respiran en BogotÍ, casi 400 años después de la muerte del bardo de Stratford.",cinc histori entrelaz dramit punt comiºn muestr tragedi pasion descrit william shakespear obras clisic continiº siend vigent real palpabl hoy guard secret inconfes ven final luz quiz jam hag juliet ricard iii hamlet rein tamor viv respir bogot casi 400 años despues muert bard stratford
"Luis se encuentra escribiendo una historia para un cortometraje, pero al mismo tiempo la imagina. La historia comienza con Sara, una joven que va huyendo. Ella se siente ha estado privada de su libertad, ahora esta frustrada por su pasado y porque anhela ser libre y tener una nueva vida. Sara cierra los ojos y comienza a recordar el pasado, lleno de aquellos momentos que vivió con sus hijos. Cuando de repente se ve un vacío, donde solo se escucha el dolor de su separación. Luego de sus recuerdos de felicidad, Sara vuelve de sus recuerdos regresando a su realidad. Sara abre sus ojos donde comenzó recordar su pasado, pasado que la motivo a ser libre. En un atardecer Luis vuelve de su imaginación, terminado de escribir su cortometraje con un mensaje final. Mientras llega su esposa Sara quien decidió ser libre y tener otra oportunidad de vida, finalmente llegan sus hijos corriendo hacia ellos. Entre risas y palabras se puede notar la felicidad de una familia que en algÍºn momen",luis encuentr escrib histori cortometraj mism tiemp imagin histori comienz sar jov va huyend priv libert ahor frustr pas anhel ser libr ten nuev vid sar cierr ojos comienz record pas llen aquell moment viv hij repent ve vaci sol escuch dolor separ lueg recuerd felic sar vuelv recuerd regres realid sar abre ojos comenz record pas pas motiv ser libr atardec luis vuelv imagin termin escrib cortometraj mensaj final mientr lleg espos sar decid ser libr ten oportun vid final lleg hij corr haci ris palabr pued not felic famili algiºn mom
"Una mujer pasa unos días en una finca tan solitaria que podría ser el lugar perfecto para el suspenso, o el terror. Sin embargo niño, un pequeño que pretende ser fantasma, romperÍ algunas reglas del género mientras vive junto a ella una serie de encuentros absurdos. Finalmente, la mujer tomarÍ una decisión que cambiarÍ el rumbo de sus vidas por completoâ€¦ Sí, también la de niño.",muj pas dias finc tan solitari podr ser lug perfect suspens terror embarg niñ pequeñ pretend ser fantasm romper regl gener mientr viv junt seri encuentr absurd final muj tomar decision cambiar rumb vid completoâ niñ
"Lorena y Alejandro son unos jóvenes que se conocen en un café, tiempo después disfrutan varios momentos de su vida juntos, incluso llegan a casarse sin importar su edad. Alejandro tiene un problema con el alcohol, algo que le molesta a Lorena. Con el pasar del tiempo Lorena empieza a perder su cariño por Alejandro al cual termina traicionando mientras tiene sexo en un auto con otro hombre, en la distancia y sin que ella se percatara Alejandro se encuentra ebrio y con un bate dispuesto a tomar venganza.",loren alejandr joven conoc caf tiemp despues disfrut vari moment vid junt inclus lleg cas import edad alejandr problem alcohol molest loren pas tiemp loren empiez perd cariñ alejandr termin traicion mientr sex aut hombr distanci percat alejandr encuentr ebri bat dispuest tom venganz
Es una comedia familiar antimachista desarrollada en interiores.,comedi famili antimach desarroll interior
Sofia es una niña que al tener un año de edad es muy curiosa y con una gran imaginación que la lleva a descubrir mundos increíbles en sus sueños; aprende y juega con lo que hay a su alrededor por lo que emprende un viaje en bÍºsqueda del tan anhelado regalo que le obsequiara su tío.,sofi niñ ten año edad curios gran imagin llev descubr mund increibl sueñ aprend jueg alrededor emprend viaj biºsqued tan anhel regal obsequi tio
"Es el año 2900, han pasado 800 años después de la tercera guerra mundial, la humanidad se redujo a 5000 personas y siguen disminuyendo ya que debido a la radiación los hombres perdieron casi por completo la capacidad de procrear. Criaturas salvajes super poblaron la tierra, y Un par de hermanos que si pueden tener hijos se dirigen a celsia la Íºnica ciudad en el mundo pero en su camino enfrentan situaciones peligrosas poniendo en riesgo sus vidas.",año 2900 pas 800 años despues tercer guerr mundial human reduj 5000 person sig disminu deb radiacion hombr perd casi complet capac procr criatur salvaj sup pobl tierr par herman si pued ten hij dirig celsi iºnic ciud mund camin enfrent situacion peligr pon riesg vid
"Un joven enamorado estÍ en espera de la mujer que sería el amor de su vida. Él decide hacer un picnic esperando tener la oportunidad de verla, de esas oportunidades que solo se dan en sueños.",jov enamor esti esper muj amor vid decid hac picnic esper ten oportun verl oportun sol dan sueñ
"Enigma Nocturno cuenta la historia de un par de jovenes que hacen exploracion urbana. En una noche deciden adentrarse en una casa abandonada a las afueras de la ciudad, una casa donde se ve claramente que se han realizado rituales satanicos. Lo que no saben es lo que se van a encontrar esa noche y lo que va suceder.",enigm nocturn cuent histori par joven hac exploracion urban noch decid adentr cas abandon afuer ciud cas ve clar realiz ritual satan sab van encontr noch va suced
Verónica se reencuentra con su novio Luca en una relación que su hermana nunca ha aprobado ya que siempre ha tratado de cambiar a su hermana. Verónica es consumida por esa relación y no se da cuenta de lo que estÍ pasando a su alrededor.,veron reencuentr novi luc relacion herman nunc aprob siempr trat cambi herman veron consum relacion da cuent esti pas alrededor
"Somos protagonistas de nuestra vida, ya que debemos de Enfrentar y resolver diversas situaciones a medida que Vamos madurando y va surgiendo todo Nuestro ciclo de vida. Esta historia es basada en hechos de la vida cotidiana y Ocurre principalmente dentro de un bus donde a simple vista Solo se ven personas, pasajeros, etc. Pero mas allÍ se Concentran una serie de situaciones que van ocultas en el Interior de cada Quién y por ende los hace protagonistas de Su vida cotidiana Donde cada uno Relata una situación Que Les sucede y estas Se logran Observar a través de sus Expresiones.",protagon vid deb enfrent resolv divers situacion med vam madur va surg cicl vid histori bas hech vid cotidian ocurr principal dentr bus simpl vist sol ven person pasajer etc mas alli concentr seri situacion van ocult interior cad quien ende hac protagon vid cotidian cad relat situacion suced logr observ traves expresion
"En la BogotÍ del futuro un hombre sufre del amor y el remordimiento de su pasado, con ayuda de las herramientas de su tiempo.",bogot futur hombr sufr amor remord pas ayud herramient tiemp
"Con tan solo una cosa en mente, una sencilla cosa en mente, El@ camina â€¦â€¦ El@ 3 metrosâ€¦â€¦. El@ 10 metrosâ€¦â€¦â€¦ El@ en el desierto de sus propias certezasâ€¦â€¦â€¦.. El@ camino a la Íºnica revolución. --------> El@ y dos estados al unísono.",tan sol cos ment sencill cos ment camin â â 3 metrosâ â 10 metrosâ â â desiert propi certezasâ â â camin iºnic revolu dos unison
"Kevin un niño de 8 años quien es llevado a un orfanato para darlo en adopción luego de que sus padres son asesinados en su propia casa por posible hurto,8 años después una serie de acontecimientos llevaran a un desenlace fatal",kevin niñ 8 años llev orfanat darl adopcion lueg padr asesin propi cas posibl hurt 8 años despues seri acontec llev desenlac fatal
Estado insomnio es la representación de la Venezuela actual como colombiano vecino y amigo tengo la percepción de que el insomnio se ha tomado el país entero ..lo que explica el cansancio en sus rostros y lo que de repente justifica el éxodo masivo del que somos testigos los colombianos . estado insomnio es un proyecto audiovisual que recrea una realidad innegable pero que también plantea una solución radical a el flagelo de esta nación.,insomni represent venezuel actual colombian vecin amig percepcion insomni tom pais enter explic cansanci rostr repent justif exod masiv testig colombian insomni proyect audiovisual recre realid inneg plante solucion radical flagel nacion
Jhon se encuentra viendo television cuando depronto se ve sumegido en una pesadilla del cual no podra escapar,jhon encuentr viend television depront ve sumeg pesadill podr escap
abcdfg,abcdfg
"Miguel en compañía de su familia, nos ayudarÍn a entender una realidad que esta afectando a muchas familias en el país y lo complicado que es enfrentar una situación en donde se compromete la vida de un ser querido debido a la acción irresponsable e inconsciente de un civil que poco le importa la vida de los demas.",miguel compañ famili ayudarin entend realid afect much famili pais complic enfrent situacion compromet vid ser quer deb accion irrespons inconscient civil import vid dem
"Una pareja de hermanos acaban de estrellar a una persona en una carretera solitaria, piensan si pasarle por encima, dejarlo ahí o ayudarlo... Pero la llegada de un caminante que esta varado en busca de ayuda, harÍ que tengan que improvisar una solución.",parej herman acab estrell person carreter solitari piens si pas encim dej ahi ayud lleg camin var busc ayud har improvis solucion
"observamos a seis integrantes de F17 sumergidos en llanto, problemas emocionales, depresion, todos se encuentran apunto de cometer el peor error de sus vidas.... suicidarse... el profesor tambien es victima de este grupo social llamado F17... todos se encuentran en un mundo sin salida y su inconsciente colectivo se encuentra encajado en la escafandra, un mundo, una historia... y un momento dificil de escapar... esperando un nuevo reto...",observ seis integr f17 sumerg llant problem emocional depresion encuentr apunt comet peor error vid suicid profesor tambi victim grup social llam f17 encuentr mund sal inconscient colect encuentr encaj escafandr mund histori moment dificil escap esper nuev ret
